"ΝΟΜΑΡΧΙΑ","ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ","ΔΗΜΟΣ (Καλλικράτειος)","ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ","ΔΗΜΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ","ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ","ΣΥΝΟΙΚΙΣΜΟΣ","ΠΛΗΘΟΣ ΕΚΛΟΓΕΩΝ"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΤΡΙΚΟΡΦΟΥ,,ΚΛΙΜΑΤΟΣ,,193
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΤΡΙΚΟΡΦΟΥ,,ΚΟΡΟΜΗΛΕΑΣ,,209
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΤΡΙΚΟΡΦΟΥ,,ΠΑΛΑΙΟΚΑΣΤΡΟΥ,,230
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΔΙΑΒΟΛΙΤΣΙΟΥ,,"1,340"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΑΓΡΙΛΟΒΟΥΝΟΥ,,327
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΑΝΩ ΜΕΛΠΕΙΑΣ,,503
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΔΑΣΟΧΩΡΙΟΥ,,157
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΔΕΣΥΛΛΑ,,492
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΗΛΕΚΤΡΑΣ,,291
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΚΑΡΝΑΣΙΟΥ,,314
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΚΑΤΩ ΜΕΛΠΕΙΑΣ,,736
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΚΕΝΤΡΙΚΟΥ,,205
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΚΩΝΣΤΑΝΤΙΝΩΝ,,431
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΜΑΛΤΑΣ,,259
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΜΑΝΔΡΑΣ,,145
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΜΑΝΤΖΑΡΙΟΥ,,349
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΑΝΔΑΝΙΑΣ,,ΠΑΡΑΠΟΥΓΚΙΟΥ,,202
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΔΩΡΙΟΥ,,ΔΩΡΙΟΥ,,"1,870"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΔΩΡΙΟΥ,,ΑΝΩ ΔΩΡΙΟΥ,,254
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΔΩΡΙΟΥ,,ΒΑΣΙΛΙΚΟΥ,,585
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΔΩΡΙΟΥ,,ΚΟΚΛΑ,,521
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΔΩΡΙΟΥ,,ΚΟΥΒΕΛΑ,,360
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΔΩΡΙΟΥ,,ΜΑΛΘΗΣ,,141
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΔΩΡΙΟΥ,,ΧΑΛΚΙΑ,,154
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΔΩΡΙΟΥ,,ΧΡΥΣΟΧΩΡΙΟΥ,,333
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΔΩΡΙΟΥ,,ΨΑΡΙΟΥ,,918
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΕΙΡΑΣ,,ΝΕΔΑΣ,,151
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΕΙΡΑΣ,,ΑΓΙΟΥ ΣΩΣΤΗ,,125
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΕΙΡΑΣ,,ΑΜΠΕΛΙΩΝΑ,,102
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΕΙΡΑΣ,,ΚΑΚΑΛΕΤΡΙΟΥ,,184
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΕΙΡΑΣ,,ΠΕΤΡΑΣ,,118
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΕΙΡΑΣ,,ΣΚΛΗΡΟΥ,,199
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΕΙΡΑΣ,,ΣΤΑΣΙΜΟΥ,,150
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΕΙΡΑΣ,,ΣΥΡΡΙΖΟΥ,,172
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΜΕΛΙΓΑΛΑ,,"1,978"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΑΝΘΟΥΣΗΣ,,297
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΖΕΥΓΟΛΑΤΙΟΥ,,777
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΚΑΛΛΙΡΡΟΗΣ,,488
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΜΑΓΟΥΛΑΣ,,209
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΜΙΛΑ,,200
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΝΕΟΧΩΡΙΟΥ,,517
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΠΟΛΙΧΝΗΣ,,300
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΣΚΑΛΑΣ,,852
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΣΤΕΝΥΚΛΑΡΟΥ,,134
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΜΕΛΙΓΑΛΑ,,ΤΣΟΥΚΑΛΑΙΪΚΩΝ,,352
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΜΕΡΟΠΗΣ,,"1,140"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΑΝΔΑΝΙΑΣ,,285
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΚΑΛΥΒΙΩΝ,,117
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΚΑΤΣΑΡΟΥ,,853
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΛΟΥΤΡΟΥ,,257
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΟΙΧΑΛΙΑΣ,,842
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΠΕΥΚΟΥ,,215
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΣΙΑΜΟΥ,,274
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΣΟΛΑΚΙΟΥ,,280
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΦΙΛΙΑ,,436
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΑΚΡΙΤΟΧΩΡΙΟΥ,,389
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΒΑΣΙΛΙΤΣΙΟΥ,,941
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΒΟΥΝΑΡΙΩΝ,,488
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΚΑΠΛΑΝΙΟΥ,,529
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΚΟΜΠΩΝ,,152
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΚΟΡΩΝΗΣ,,"2,007"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΥΑΜΕΙΑΣ,,284
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΦΑΛΑΝΘΗΣ,,473
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΧΑΡΑΚΟΠΙΟΥ,,"1,355"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΚΟΡΩΝΗΣ,,ΧΡΥΣΟΚΕΛΛΑΡΙΑΣ,,983
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΜΕΘΩΝΗΣ,,ΕΥΑΓΓΕΛΙΣΜΟΥ,,725
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΜΕΘΩΝΗΣ,,ΚΑΙΝΟΥΡΙΟΥ ΧΩΡΙΟΥ,,206
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΜΕΘΩΝΗΣ,,ΛΑΧΑΝΑΔΑΣ,,370
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΜΕΘΩΝΗΣ,,ΜΕΘΩΝΗΣ,,"1,758"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΜΕΘΩΝΗΣ,,ΦΟΙΝΙΚΗΣ,,220
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΜΕΘΩΝΗΣ,,ΦΟΙΝΙΚΟΥΝΤΑΣ,,792
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΝΕΣΤΟΡΟΣ,,ΧΩΡΑΣ,,"3,425"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΝΕΣΤΟΡΟΣ,,ΑΜΠΕΛΟΦΥΤΟΥ,,474
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΝΕΣΤΟΡΟΣ,,ΚΟΡΥΦΑΣΙΟΥ,,697
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΝΕΣΤΟΡΟΣ,,ΜΕΤΑΞΑΔΑΣ,,252
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΝΕΣΤΟΡΟΣ,,ΜΥΡΣΙΝΟΧΩΡΙΟΥ,,187
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΝΕΣΤΟΡΟΣ,,ΠΑΛΑΙΟΥ ΛΟΥΤΡΟΥ,,104
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΝΕΣΤΟΡΟΣ,,ΡΩΜΑΝΟΥ,,397
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΝΕΣΤΟΡΟΣ,,ΦΛΕΣΣΙΑΔΑΣ,,122
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΑΠΑΦΛΕΣΣΑ,,ΒΛΑΧΟΠΟΥΛΟΥ,,"1,289"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΑΠΑΦΛΕΣΣΑ,,ΜΑΝΙΑΚΙΟΥ,,145
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΑΠΑΦΛΕΣΣΑ,,ΜΑΡΓΕΛΙΟΥ,,108
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΑΠΑΦΛΕΣΣΑ,,ΜΕΤΑΜΟΡΦΩΣΗΣ,,346
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΑΠΑΦΛΕΣΣΑ,,ΠΑΠΑΦΛΕΣΣΑ,,236
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΠΥΛΟΣ,,"2,781"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΠΥΛΟΣ,ΓΙΑΛΟΒΑ,176
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΠΥΛΟΣ,ΕΛΑΙΟΦΥΤΟ,112
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΠΥΛΟΣ,ΣΧΟΙΝΟΛΑΚΑ,104
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΑΜΠΕΛΟΚΗΠΟΙ,,240
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΓΛΥΦΑΔΑ,,378
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΙΚΛΑΙΝΑ,,524
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΚΑΛΛΙΘΕΑ,,"1,007"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΚΥΝΗΓΟΥ,,624
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΜΕΣΟΧΩΡΙ,,343
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΠΑΠΟΥΛΙΑ,,342
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΠΗΔΑΣΟΣ,,216
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΠΥΛΑ,,284
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΠΥΛΟΥ,,ΧΩΜΑΤΑΔΑ,,421
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΧΙΛΙΟΧΩΡΙΩΝ,,ΧΑΝΔΡΙΝΟΥ,,"1,305"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΧΙΛΙΟΧΩΡΙΩΝ,,ΚΟΥΚΟΥΝΑΡΑΣ,,231
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΧΙΛΙΟΧΩΡΙΩΝ,,ΚΟΥΚΟΥΝΑΡΑΣ,ΣΤΕΝΩΣΙΑ,630
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΧΙΛΙΟΧΩΡΙΩΝ,,ΚΡΕΜΜΥΔΙΩΝ,,905
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΧΙΛΙΟΧΩΡΙΩΝ,,ΜΕΣΟΠΟΤΑΜΟΥ,,547
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,ΧΙΛΙΟΧΩΡΙΩΝ,,ΣΟΥΛΗΝΑΡΙΟΥ,,667
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΚΟΠΑΝΑΚΙΟΥ,,"1,767"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΑΓΡΙΛΙΑΣ,,159
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΑΕΤΟΥ,,969
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΑΡΤΙΚΙΟΥ,,147
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΓΛΥΚΟΡΡΙΖΙΟΥ,,255
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΚΑΜΑΡΙΟΥ,,149
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΚΕΦΑΛΟΒΡΥΣΗΣ,,240
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΚΡΥΟΝΕΡΙΟΥ,,168
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΜΟΝΑΣΤΗΡΙΟΥ,,158
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΠΟΛΥΘΕΑΣ,,189
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΕΤΟΥ,,ΣΙΤΟΧΩΡΙΟΥ,,93
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,,496
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΑΓΑΛΙΑΝΗΣ,,309
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΑΥΛΩΝΟΣ,,436
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΒΑΝΑΔΑΣ,,175
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΕΛΑΙΑΣ,,345
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΚΑΛΙΤΣΑΙΝΗΣ,,93
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΚΑΛΟΥ ΝΕΡΟΥ,,771
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΚΑΡΥΩΝ,,196
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΠΛΑΤΑΝΙΩΝ,,315
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,ΑΥΛΩΝΟΣ,,ΠΡΟΔΡΟΜΟΥ,,93
